timestamp,date,latitude,longitude
1651040101,"2022-04-27 06:15:01",47.371397,-122.55044
1651040371,"2022-04-27 06:19:31",47.371396,-122.550441
1651040671,"2022-04-27 06:24:31",47.371394,-122.550441
1651040942,"2022-04-27 06:29:02",47.371394,-122.550441
1651041241,"2022-04-27 06:34:01",47.371374,-122.550438
1651041512,"2022-04-27 06:38:32",47.371361,-122.55046
1651041811,"2022-04-27 06:43:31",47.371359,-122.550474
1651042081,"2022-04-27 06:48:01",47.371369,-122.550457
1651042352,"2022-04-27 06:52:32",47.371372,-122.550443
1651042651,"2022-04-27 06:57:31",47.371363,-122.550442
1651042921,"2022-04-27 07:02:01",47.371365,-122.550441
1651043192,"2022-04-27 07:06:32",47.371364,-122.550438
1651043464,"2022-04-27 07:11:04",47.371367,-122.550435
1651043761,"2022-04-27 07:16:01",47.371368,-122.550442
1651044062,"2022-04-27 07:21:02",47.371364,-122.550442
1651044361,"2022-04-27 07:26:01",47.371365,-122.55044
1651044661,"2022-04-27 07:31:01",47.371365,-122.550442
1651044962,"2022-04-27 07:36:02",47.371366,-122.55044
1651045262,"2022-04-27 07:41:02",47.371367,-122.55044
1651045562,"2022-04-27 07:46:02",47.371366,-122.550441
1651132199,"2022-04-28 07:49:59",47.371355,-122.550527
1651134868,"2022-04-28 08:34:28",47.371365,-122.550426
1651135138,"2022-04-28 08:38:58",47.371364,-122.550427
1651135438,"2022-04-28 08:43:58",47.371366,-122.550427
1651135738,"2022-04-28 08:48:58",47.371365,-122.550429
1651136008,"2022-04-28 08:53:28",47.371364,-122.550429
1651136278,"2022-04-28 08:57:58",47.371363,-122.55043
1651136578,"2022-04-28 09:02:58",47.371364,-122.550432
1651136848,"2022-04-28 09:07:28",47.371362,-122.550434
1651137148,"2022-04-28 09:12:28",47.371364,-122.550437
1651137448,"2022-04-28 09:17:28",47.371364,-122.550436
1651137718,"2022-04-28 09:21:58",47.371362,-122.550437
1651137989,"2022-04-28 09:26:29",47.371361,-122.550438
1651138288,"2022-04-28 09:31:28",47.371361,-122.550437
1651138560,"2022-04-28 09:36:00",47.371359,-122.550437
1651138858,"2022-04-28 09:40:58",47.371359,-122.550436
1651139159,"2022-04-28 09:45:59",47.371359,-122.550434
1651139458,"2022-04-28 09:50:58",47.371359,-122.550433
1651139758,"2022-04-28 09:55:58",47.371358,-122.550433
1651140028,"2022-04-28 10:00:28",47.371359,-122.550433
1651140298,"2022-04-28 10:04:58",47.37136,-122.550433
1651140599,"2022-04-28 10:09:59",47.371362,-122.550432
1651140898,"2022-04-28 10:14:58",47.371363,-122.55043
1651141170,"2022-04-28 10:19:30",47.371364,-122.55043
1651141468,"2022-04-28 10:24:28",47.371366,-122.55043
1651141738,"2022-04-28 10:28:58",47.371367,-122.550431
1651142010,"2022-04-28 10:33:30",47.371368,-122.55043
1651142308,"2022-04-28 10:38:28",47.37137,-122.55043
1651142579,"2022-04-28 10:42:59",47.371372,-122.550429
1651142879,"2022-04-28 10:47:59",47.371374,-122.55043
1651143178,"2022-04-28 10:52:58",47.371376,-122.550429
1651143448,"2022-04-28 10:57:28",47.371378,-122.550429
1651143646,"2022-04-28 11:00:46",47.371379,-122.550429
1651145275,"2022-04-28 11:27:55",47.371381,-122.550429
1651145546,"2022-04-28 11:32:26",47.37138,-122.550429
1651145845,"2022-04-28 11:37:25",47.371381,-122.550429
1651146116,"2022-04-28 11:41:56",47.371381,-122.550429
1651146386,"2022-04-28 11:46:26",47.37138,-122.55043
1651146656,"2022-04-28 11:50:56",47.37138,-122.550429
1651146926,"2022-04-28 11:55:26",47.37138,-122.550429
1651147196,"2022-04-28 11:59:56",47.37138,-122.550429
1651147467,"2022-04-28 12:04:27",47.371381,-122.55043
1651147738,"2022-04-28 12:08:58",47.37138,-122.55043
1651148036,"2022-04-28 12:13:56",47.37138,-122.55043
1651148306,"2022-04-28 12:18:26",47.37138,-122.55043
1651148578,"2022-04-28 12:22:58",47.37138,-122.55043
1651148878,"2022-04-28 12:27:58",47.37138,-122.55043
1651149176,"2022-04-28 12:32:56",47.37138,-122.550431
1651149446,"2022-04-28 12:37:26",47.371379,-122.550431
1651149746,"2022-04-28 12:42:26",47.37138,-122.550431
1651150016,"2022-04-28 12:46:56",47.37138,-122.550431
1651150316,"2022-04-28 12:51:56",47.371379,-122.550431
1651150616,"2022-04-28 12:56:56",47.371379,-122.550431
1651150915,"2022-04-28 13:01:55",47.371379,-122.550432
1651151186,"2022-04-28 13:06:26",47.371379,-122.550432
1651151456,"2022-04-28 13:10:56",47.371379,-122.550432
1651151757,"2022-04-28 13:15:57",47.371378,-122.550432
1651152056,"2022-04-28 13:20:56",47.371378,-122.550432
1651152356,"2022-04-28 13:25:56",47.371378,-122.550432
1651152655,"2022-04-28 13:30:55",47.371378,-122.550432
1651152926,"2022-04-28 13:35:26",47.371378,-122.550432
1651153197,"2022-04-28 13:39:57",47.371378,-122.550432
1651153496,"2022-04-28 13:44:56",47.371378,-122.550432
1651153795,"2022-04-28 13:49:55",47.371377,-122.550432
1651154065,"2022-04-28 13:54:25",47.371377,-122.550432
1651154336,"2022-04-28 13:58:56",47.371376,-122.550432
1651154636,"2022-04-28 14:03:56",47.371376,-122.550432
1651154906,"2022-04-28 14:08:26",47.371376,-122.550432
1651155206,"2022-04-28 14:13:26",47.371377,-122.550433
1651155505,"2022-04-28 14:18:25",47.371377,-122.550433
1651155776,"2022-04-28 14:22:56",47.371376,-122.550433
1651156047,"2022-04-28 14:27:27",47.371376,-122.550433
1651156345,"2022-04-28 14:32:25",47.371375,-122.550433
1651156616,"2022-04-28 14:36:56",47.371375,-122.550434
1651156915,"2022-04-28 14:41:55",47.371374,-122.550434
1651157186,"2022-04-28 14:46:26",47.371374,-122.550434
1651157456,"2022-04-28 14:50:56",47.371374,-122.550434
1651157756,"2022-04-28 14:55:56",47.371374,-122.550434
1651158027,"2022-04-28 15:00:27",47.371374,-122.550434
1651158297,"2022-04-28 15:04:57",47.371374,-122.550434
1651158596,"2022-04-28 15:09:56",47.371374,-122.550434
1651158866,"2022-04-28 15:14:26",47.371374,-122.550434
1651159166,"2022-04-28 15:19:26",47.371374,-122.550435
1651159436,"2022-04-28 15:23:56",47.371374,-122.550435
1651159707,"2022-04-28 15:28:27",47.371374,-122.550435
1651160006,"2022-04-28 15:33:26",47.371375,-122.550435
1651160276,"2022-04-28 15:37:56",47.371375,-122.550435
1651160546,"2022-04-28 15:42:26",47.371375,-122.550435
1651160846,"2022-04-28 15:47:26",47.371375,-122.550435
1651161116,"2022-04-28 15:51:56",47.371374,-122.550435
1651161415,"2022-04-28 15:56:55",47.371374,-122.550435
1651161688,"2022-04-28 16:01:28",47.371374,-122.550435
1651161986,"2022-04-28 16:06:26",47.371374,-122.550435
1651162257,"2022-04-28 16:10:57",47.371374,-122.550435
1651162556,"2022-04-28 16:15:56",47.371374,-122.550435
1651162826,"2022-04-28 16:20:26",47.371374,-122.550435
1651163097,"2022-04-28 16:24:57",47.371373,-122.550435
1651163396,"2022-04-28 16:29:56",47.371373,-122.550435
1651163668,"2022-04-28 16:34:28",47.371373,-122.550435
1651163967,"2022-04-28 16:39:27",47.371374,-122.550435
1651164266,"2022-04-28 16:44:26",47.371373,-122.550436
1651164566,"2022-04-28 16:49:26",47.371373,-122.550436
1651164866,"2022-04-28 16:54:26",47.371373,-122.550436
1651165137,"2022-04-28 16:58:57",47.371374,-122.550436
1651165436,"2022-04-28 17:03:56",47.371374,-122.550436
1651165736,"2022-04-28 17:08:56",47.371374,-122.550435
1651166006,"2022-04-28 17:13:26",47.371374,-122.550436
1651166276,"2022-04-28 17:17:56",47.371374,-122.550436
1651166546,"2022-04-28 17:22:26",47.371374,-122.550436
1651166816,"2022-04-28 17:26:56",47.371374,-122.550436
1651167116,"2022-04-28 17:31:56",47.371374,-122.550436
1651167386,"2022-04-28 17:36:26",47.371374,-122.550436
1651167658,"2022-04-28 17:40:58",47.371374,-122.550435
1651167956,"2022-04-28 17:45:56",47.371374,-122.550436
1651168227,"2022-04-28 17:50:27",47.371374,-122.550435
1651168526,"2022-04-28 17:55:26",47.371374,-122.550435
1651168798,"2022-04-28 17:59:58",47.371374,-122.550435
1651169097,"2022-04-28 18:04:57",47.371374,-122.550435
1651169397,"2022-04-28 18:09:57",47.371374,-122.550435
1651169696,"2022-04-28 18:14:56",47.371374,-122.550436
1651169966,"2022-04-28 18:19:26",47.371374,-122.550436
1651170266,"2022-04-28 18:24:26",47.371374,-122.550436
1651170566,"2022-04-28 18:29:26",47.371373,-122.550436
1651170836,"2022-04-28 18:33:56",47.371373,-122.550436
1651171107,"2022-04-28 18:38:27",47.371373,-122.550436
1651171406,"2022-04-28 18:43:26",47.371373,-122.550436
1651171677,"2022-04-28 18:47:57",47.371373,-122.550436
1651171977,"2022-04-28 18:52:57",47.371373,-122.550436
1651172248,"2022-04-28 18:57:28",47.371373,-122.550436
1651172546,"2022-04-28 19:02:26",47.371372,-122.550436
1651172847,"2022-04-28 19:07:27",47.371372,-122.550436
1651173147,"2022-04-28 19:12:27",47.371372,-122.550436
1651173445,"2022-04-28 19:17:25",47.371372,-122.550436
1651173717,"2022-04-28 19:21:57",47.371372,-122.550436
1651174018,"2022-04-28 19:26:58",47.371372,-122.550436
1651174316,"2022-04-28 19:31:56",47.371371,-122.550436
1651174618,"2022-04-28 19:36:58",47.371372,-122.550436
1651174916,"2022-04-28 19:41:56",47.371371,-122.550436
1651175215,"2022-04-28 19:46:55",47.371372,-122.550436
1651175486,"2022-04-28 19:51:26",47.371371,-122.550436
1651175756,"2022-04-28 19:55:56",47.371371,-122.550436
1651176056,"2022-04-28 20:00:56",47.371371,-122.550436
